	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
final_contigs_AG-910-A02_AG-910-A02_NODE_1_99	final_contigs_AG-910-A02	AG-910-A02_NODE_1	99	104587	105492	-1	D										LysR substrate binding domain [PF03466.24]; Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.31]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_1_100	final_contigs_AG-910-A02	AG-910-A02_NODE_1	100	105576	106793	1	C	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]								Acyl-CoA dehydrogenase, C-terminal domain [PF00441.28]; Acyl-CoA dehydrogenase, middle domain [PF02770.23]; Acyl-CoA dehydrogenase, N-terminal domain [PF02771.20]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_1_101	final_contigs_AG-910-A02	AG-910-A02_NODE_1	101	106793	107872	1	C	K01563	haloalkane dehalogenase [EC:3.8.1.5]	MER0211229	S33	MER0211229 - family S33 non-peptidase homologues () [S33.UNW]#S33#{peptidase unit: 21-349}~source ZP_01223596~	True	0.587	375.0	1.377e-114	alpha/beta hydrolase fold [PF00561.24]; Serine aminopeptidase, S33 [PF12146.12]; Alpha/beta hydrolase family [PF12697.11]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.16]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_1_102	final_contigs_AG-910-A02	AG-910-A02_NODE_1	102	107859	108260	1	D										Domain of unknown function (DUF1330) [PF07045.15]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_1_103	final_contigs_AG-910-A02	AG-910-A02_NODE_1	103	108257	108718	1	E															0
final_contigs_AG-910-A02_AG-910-A02_NODE_1_104	final_contigs_AG-910-A02	AG-910-A02_NODE_1	104	108715	109770	1	C	K00784	ribonuclease Z [EC:3.1.26.11]								Beta-lactamase superfamily domain [PF12706.11]; Beta-lactamase superfamily domain [PF13483.10]; Metallo-beta-lactamase superfamily [PF00753.31]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_1_105	final_contigs_AG-910-A02	AG-910-A02_NODE_1	105	109763	110854	-1	D										Glucose / Sorbosone dehydrogenase [PF07995.15]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_1_106	final_contigs_AG-910-A02	AG-910-A02_NODE_1	106	110936	113395	1	D										Met-zincin [PF16313.9]; Domain of unknown function (DUF5117) [PF17148.8]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_1_107	final_contigs_AG-910-A02	AG-910-A02_NODE_1	107	113409	114092	1	C	K06911	quercetin 2,3-dioxygenase [EC:1.13.11.24]								Pirin [PF02678.20]; Quercetinase C-terminal cupin domain [PF17954.5]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_1_108	final_contigs_AG-910-A02	AG-910-A02_NODE_1	108	114162	115175	1	C	K03932	polyhydroxybutyrate depolymerase	MER0239537	S09X	MER0239537 - family S9 non-peptidase homologues (Rubinisphaera brasiliensis) [S09.UNW]#S09X#{peptidase unit: 115-314}~source YP_004271386~	False	0.343	112.0	4.268e-25	Esterase PHB depolymerase [PF10503.13]; Phospholipase/Carboxylesterase [PF02230.20]; Putative esterase [PF00756.24]; Prolyl oligopeptidase family [PF00326.25]; Acetyl xylan esterase (AXE1) [PF05448.16]	CE1	CE1 acetyl xylan esterase (EC 3.1.1.72); cinnamoyl esterase (EC 3.1.1.-); feruloyl esterase (EC 3.1.1.73); carboxylesterase (EC 3.1.1.1); S-formylglutathione hydrolase (EC 3.1.2.12); diacylglycerol O-acyltransferase (EC 2.3.1.20); trehalose 6-O-mycolyltransferase (EC 2.3.1.122)	2.3.1.122,3.1.1.72,3.2.1.8,3.1.1.-,2.3.1.20	CE1.hmm	0
final_contigs_AG-910-A02_AG-910-A02_NODE_1_109	final_contigs_AG-910-A02	AG-910-A02_NODE_1	109	115172	116314	-1	D										Major Facilitator Superfamily [PF07690.20]; Sugar (and other) transporter [PF00083.28]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_1_110	final_contigs_AG-910-A02	AG-910-A02_NODE_1	110	116456	117592	-1	C	K00459	nitronate monooxygenase [EC:1.13.12.16]								Nitronate monooxygenase [PF03060.19]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_1_111	final_contigs_AG-910-A02	AG-910-A02_NODE_1	111	117663	118448	-1	D										Enoyl-CoA hydratase/isomerase [PF00378.24]; Enoyl-CoA hydratase/isomerase [PF16113.9]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_1_112	final_contigs_AG-910-A02	AG-910-A02_NODE_1	112	118438	120159	-1	D										Acyclic terpene utilisation family protein AtuA [PF07287.15]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_1	final_contigs_AG-910-A02	AG-910-A02_NODE_10	1	1	1053	1	D			MER0992311	S09A	MER0992311 - subfamily S9A unassigned peptidases (Idiomarina sp. MCCC 1A10513) [S09.UPA]#S09A#{peptidase unit: 380-626}~source A0A094IMF3~	True	0.763	387.0	5.563e-119	Prolyl oligopeptidase family [PF00326.25]; BD-FAE [PF20434.2]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.22]; Acetyl xylan esterase (AXE1) [PF05448.16]; Serine aminopeptidase, S33 [PF12146.12]; Dienelactone hydrolase family [PF01738.22]; Esterase FrsA-like [PF06500.15]; BAAT / Acyl-CoA thioester hydrolase C terminal [PF08840.15]; Abhydrolase family [PF12715.11]; Esterase PHB depolymerase [PF10503.13]; alpha/beta hydrolase fold [PF07859.17]; Phospholipase/Carboxylesterase [PF02230.20]; alpha/beta hydrolase fold [PF00561.24]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_2	final_contigs_AG-910-A02	AG-910-A02_NODE_10	2	1054	1242	1	D										Cysteine-rich CPXCG [PF14255.10]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_3	final_contigs_AG-910-A02	AG-910-A02_NODE_10	3	1242	2180	1	D										Ceramidase [PF05875.16]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_4	final_contigs_AG-910-A02	AG-910-A02_NODE_10	4	2189	2482	1	E															0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_5	final_contigs_AG-910-A02	AG-910-A02_NODE_10	5	2487	3191	1	D										PGAP1-like protein [PF07819.17]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_6	final_contigs_AG-910-A02	AG-910-A02_NODE_10	6	3192	4166	1	C	K00459	nitronate monooxygenase [EC:1.13.12.16]								Nitronate monooxygenase [PF03060.19]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_7	final_contigs_AG-910-A02	AG-910-A02_NODE_10	7	4219	5004	1	C	K00472	prolyl 4-hydroxylase [EC:1.14.11.2]								2OG-Fe(II) oxygenase superfamily [PF13640.10]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_8	final_contigs_AG-910-A02	AG-910-A02_NODE_10	8	5010	7187	1	C	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]								UvrD/REP helicase N-terminal domain [PF00580.25]; UvrD-like helicase C-terminal domain [PF13361.10]; PcrA/UvrD tudor domain [PF21196.1]; UvrD-like helicase C-terminal domain [PF13538.10]; AAA domain [PF13245.10]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_9	final_contigs_AG-910-A02	AG-910-A02_NODE_10	9	7145	7771	1	E															0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_10	final_contigs_AG-910-A02	AG-910-A02_NODE_10	10	7772	8743	1	C	K03644	lipoyl synthase [EC:2.8.1.8]								N-terminal domain of lipoyl synthase of Radical_SAM family [PF16881.9]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_11	final_contigs_AG-910-A02	AG-910-A02_NODE_10	11	8740	9483	1	C	K09861	uncharacterized protein								Peroxide stress protein YaaA [PF03883.18]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_12	final_contigs_AG-910-A02	AG-910-A02_NODE_10	12	9491	9637	-1	E															0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_13	final_contigs_AG-910-A02	AG-910-A02_NODE_10	13	9772	10620	1	C	K03089	RNA polymerase sigma-32 factor								Sigma-70, region 4 [PF04545.20]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_14	final_contigs_AG-910-A02	AG-910-A02_NODE_10	14	10613	10819	1	C	K03154	sulfur carrier protein								ThiS family [PF02597.24]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_15	final_contigs_AG-910-A02	AG-910-A02_NODE_10	15	10779	11570	1	C	K03149	thiazole synthase [EC:2.8.1.10]								Thiazole biosynthesis protein ThiG [PF05690.18]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_16	final_contigs_AG-910-A02	AG-910-A02_NODE_10	16	11567	12184	1	C	K03439	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]								Putative methyltransferase [PF02390.21]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_17	final_contigs_AG-910-A02	AG-910-A02_NODE_10	17	12176	12703	-1	C	K02221	YggT family protein								YGGT family [PF02325.21]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_18	final_contigs_AG-910-A02	AG-910-A02_NODE_10	18	12703	13341	-1	C	K06997	PLP dependent protein								Alanine racemase, N-terminal domain [PF01168.24]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_19	final_contigs_AG-910-A02	AG-910-A02_NODE_10	19	13328	13822	-1	D										SPOR domain [PF05036.17]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_20	final_contigs_AG-910-A02	AG-910-A02_NODE_10	20	13824	15530	-1	C	K01887	arginyl-tRNA synthetase [EC:6.1.1.19]								tRNA synthetases class I (R) [PF00750.23]; DALR anticodon binding domain [PF05746.19]; Arginyl tRNA synthetase N terminal domain [PF03485.20]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_21	final_contigs_AG-910-A02	AG-910-A02_NODE_10	21	15530	16096	-1	C	K02356	elongation factor P								Elongation factor P, C-terminal [PF09285.15]; Elongation factor P (EF-P) KOW-like domain [PF08207.16]; Elongation factor P (EF-P) OB domain [PF01132.24]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_10_22	final_contigs_AG-910-A02	AG-910-A02_NODE_10	22	16139	16504	1	E															0
final_contigs_AG-910-A02_AG-910-A02_NODE_11_1	final_contigs_AG-910-A02	AG-910-A02_NODE_11	1	2	400	-1	E															0
final_contigs_AG-910-A02_AG-910-A02_NODE_11_2	final_contigs_AG-910-A02	AG-910-A02_NODE_11	2	400	1104	-1	D										PAP2 superfamily [PF01569.25]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_11_3	final_contigs_AG-910-A02	AG-910-A02_NODE_11	3	1097	2635	-1	D										Dolichyl-phosphate-mannose-protein mannosyltransferase [PF13231.10]	GT83	GT83 undecaprenyl phosphate-alpha-L-Ara4N: 4-amino-4-deoxy-beta-L-arabinosyltransferase (EC 2.4.2.43); dodecaprenyl phosphate-beta-galacturonic acid: lipopolysaccharide core alpha-galacturonosyl transferase (EC 2.4.1.-)	2.4.2.43	GT83.hmm	0
final_contigs_AG-910-A02_AG-910-A02_NODE_11_4	final_contigs_AG-910-A02	AG-910-A02_NODE_11	4	2735	3163	-1	E															0
final_contigs_AG-910-A02_AG-910-A02_NODE_11_5	final_contigs_AG-910-A02	AG-910-A02_NODE_11	5	3375	4076	1	C	K04643	sensory rhodopsin								Bacteriorhodopsin-like protein [PF01036.22]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_11_6	final_contigs_AG-910-A02	AG-910-A02_NODE_11	6	4119	4541	-1	E															0
final_contigs_AG-910-A02_AG-910-A02_NODE_11_7	final_contigs_AG-910-A02	AG-910-A02_NODE_11	7	4657	6006	1	C	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]								Exonuclease VII, large subunit [PF02601.19]; OB-fold nucleic acid binding domain [PF13742.10]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_11_8	final_contigs_AG-910-A02	AG-910-A02_NODE_11	8	5999	6439	-1	D										Redoxin [PF08534.14]; AhpC/TSA family [PF00578.25]; Thioredoxin-like [PF13905.10]; Thioredoxin [PF00085.24]; Thioredoxin-like domain [PF13098.10]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_11_9	final_contigs_AG-910-A02	AG-910-A02_NODE_11	9	6522	8372	1	C	K04773	protease IV [EC:3.4.21.-]	MER1070882	S49A	MER1070882 - subfamily S49A unassigned peptidases () [S49.UPA]#S49A#{peptidase unit: 78-558}~source J5KFX7~	False	0.379	305.0	1.063e-86	Peptidase family S49 [PF01343.22]; Clp protease [PF00574.27]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_11_10	final_contigs_AG-910-A02	AG-910-A02_NODE_11	10	8362	9072	-1	D										Bacterial dnaA  protein [PF00308.22]; IstB-like ATP binding protein [PF01695.21]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_11_11	final_contigs_AG-910-A02	AG-910-A02_NODE_11	11	9073	9414	-1	E															0
final_contigs_AG-910-A02_AG-910-A02_NODE_11_12	final_contigs_AG-910-A02	AG-910-A02_NODE_11	12	9417	10409	1	C	K01933	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]								AIR synthase related protein, N-terminal domain [PF00586.28]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_11_13	final_contigs_AG-910-A02	AG-910-A02_NODE_11	13	10413	10961	1	C	K11175	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]								Formyl transferase [PF00551.23]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_11_14	final_contigs_AG-910-A02	AG-910-A02_NODE_11	14	10963	11634	1	E															0
final_contigs_AG-910-A02_AG-910-A02_NODE_11_15	final_contigs_AG-910-A02	AG-910-A02_NODE_11	15	11615	12181	-1	C	K01494	dCTP deaminase [EC:3.5.4.13]								dUTPase [PF00692.23]; 2'-deoxycytidine 5'-triphosphate deaminase (DCD) [PF06559.15]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_11_16	final_contigs_AG-910-A02	AG-910-A02_NODE_11	16	12178	12783	-1	C	K06187	recombination protein RecR								Toprim domain [PF13662.10]; RecR, helix-hairpin-helix [PF21176.1]; Toprim domain [PF01751.26]; RecR, C-terminal [PF21175.1]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_11_17	final_contigs_AG-910-A02	AG-910-A02_NODE_11	17	12773	13477	-1	E															0
final_contigs_AG-910-A02_AG-910-A02_NODE_12_1	final_contigs_AG-910-A02	AG-910-A02_NODE_12	1	3	410	1	D										Diguanylate cyclase, GGDEF domain [PF00990.25]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_12_2	final_contigs_AG-910-A02	AG-910-A02_NODE_12	2	413	772	1	C	K11443	two-component system, cell cycle response regulator DivK								Response regulator receiver domain [PF00072.28]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_12_3	final_contigs_AG-910-A02	AG-910-A02_NODE_12	3	765	3764	-1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.30]; Response regulator receiver domain [PF00072.28]; His Kinase A (phospho-acceptor) domain [PF00512.29]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_12_4	final_contigs_AG-910-A02	AG-910-A02_NODE_12	4	3774	4142	-1	C	K03832	periplasmic protein TonB								Gram-negative bacterial TonB protein C-terminal [PF03544.18]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_12_5	final_contigs_AG-910-A02	AG-910-A02_NODE_12	5	4343	6475	-1	C	K03782	catalase-peroxidase [EC:1.11.1.21]								Peroxidase [PF00141.27]	AA2	AA2 manganese peroxidase (EC 1.11.1.13); versatile peroxidase (EC 1.11.1.16); lignin peroxidase (EC 1.11.1.14); peroxidase (EC 1.11.1.-); cytochrome-c peroxidase (EC 1.11.1.5); ascorbate peroxidase (EC 1.11.1.11)	1.11.1.11,1.11.1.13,1.11.1.14,1.11.1.16,1.11.1.5,1.11.1.-	AA2.hmm	0
final_contigs_AG-910-A02_AG-910-A02_NODE_12_6	final_contigs_AG-910-A02	AG-910-A02_NODE_12	6	6614	7114	1	C	K00954	pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]								Cytidylyltransferase-like [PF01467.30]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_12_7	final_contigs_AG-910-A02	AG-910-A02_NODE_12	7	6989	7858	-1	C	K10563	formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]								Formamidopyrimidine-DNA glycosylase N-terminal domain [PF01149.28]; Formamidopyrimidine-DNA glycosylase H2TH domain [PF06831.18]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_12_8	final_contigs_AG-910-A02	AG-910-A02_NODE_12	8	7859	8161	-1	E															0
final_contigs_AG-910-A02_AG-910-A02_NODE_13_1	final_contigs_AG-910-A02	AG-910-A02_NODE_13	1	1	330	1	D										Protein of unknown function (DUF1295) [PF06966.16]; 3-oxo-5-alpha-steroid 4-dehydrogenase [PF02544.20]; Ergosterol biosynthesis ERG4/ERG24 family [PF01222.21]; Phospholipid methyltransferase [PF04191.17]; Isoprenylcysteine carboxyl methyltransferase (ICMT) family [PF04140.18]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_13_2	final_contigs_AG-910-A02	AG-910-A02_NODE_13	2	425	1174	1	D										Protein of unknown function (DUF3450) [PF11932.12]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_13_3	final_contigs_AG-910-A02	AG-910-A02_NODE_13	3	1174	2550	1	C	K03561	biopolymer transport protein ExbB								MotA/TolQ/ExbB proton channel family [PF01618.20]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_13_4	final_contigs_AG-910-A02	AG-910-A02_NODE_13	4	2552	3094	1	C	K03561	biopolymer transport protein ExbB								MotA/TolQ/ExbB proton channel family [PF01618.20]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_13_5	final_contigs_AG-910-A02	AG-910-A02_NODE_13	5	3095	3505	1	C	K03559	biopolymer transport protein ExbD								Biopolymer transport protein ExbD/TolR [PF02472.20]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_13_6	final_contigs_AG-910-A02	AG-910-A02_NODE_13	6	3512	4180	1	C	K03832	periplasmic protein TonB								Gram-negative bacterial TonB protein C-terminal [PF03544.18]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_13_7	final_contigs_AG-910-A02	AG-910-A02_NODE_13	7	4180	5754	1	D										Anaphase-promoting complex, cyclosome, subunit 3 [PF12895.11]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_13_8	final_contigs_AG-910-A02	AG-910-A02_NODE_13	8	5743	6246	-1	C	K00287	dihydrofolate reductase [EC:1.5.1.3]								Dihydrofolate reductase [PF00186.23]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_13_9	final_contigs_AG-910-A02	AG-910-A02_NODE_13	9	6243	7031	-1	C	K00560	thymidylate synthase [EC:2.1.1.45]								Thymidylate synthase [PF00303.23]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_13_10	final_contigs_AG-910-A02	AG-910-A02_NODE_13	10	6997	7308	-1	C	K13292	phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]								Prolipoprotein diacylglyceryl transferase [PF01790.22]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_14_1	final_contigs_AG-910-A02	AG-910-A02_NODE_14	1	3	323	-1	D										Rnf-Nqr subunit, membrane protein [PF02508.18]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_14_2	final_contigs_AG-910-A02	AG-910-A02_NODE_14	2	316	999	-1	C	K00349	Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1]								Rnf-Nqr subunit, membrane protein [PF02508.18]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_14_3	final_contigs_AG-910-A02	AG-910-A02_NODE_14	3	999	1730	-1	C	K00348	Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1]								FMN-binding domain [PF04205.18]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_14_4	final_contigs_AG-910-A02	AG-910-A02_NODE_14	4	1727	2938	-1	C	K00347	Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]								NQR2, RnfD, RnfE family [PF03116.19]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_14_5	final_contigs_AG-910-A02	AG-910-A02_NODE_14	5	2935	4251	-1	C	K00346	Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1]								Na(+)-translocating NADH-quinone reductase subunit A (NQRA) [PF05896.15]; NQRA C-terminal domain [PF11973.12]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_14_6	final_contigs_AG-910-A02	AG-910-A02_NODE_14	6	4252	5724	-1	D										Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain [PF02800.24]; Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain [PF00044.28]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_14_7	final_contigs_AG-910-A02	AG-910-A02_NODE_14	7	5727	6809	-1	D										Acyl-CoA dehydrogenase, C-terminal domain [PF00441.28]; Acyl-CoA dehydrogenase, N-terminal domain [PF02771.20]; Acyl-CoA dehydrogenase, middle domain [PF02770.23]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_14_8	final_contigs_AG-910-A02	AG-910-A02_NODE_14	8	6813	6947	-1	D										Acyl-CoA dehydrogenase, C-terminal domain [PF00441.28]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_15_1	final_contigs_AG-910-A02	AG-910-A02_NODE_15	1	3	635	1	D										Glutamate/Leucine/Phenylalanine/Valine dehydrogenase [PF00208.25]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_15_2	final_contigs_AG-910-A02	AG-910-A02_NODE_15	2	780	1319	-1	E															0
final_contigs_AG-910-A02_AG-910-A02_NODE_15_3	final_contigs_AG-910-A02	AG-910-A02_NODE_15	3	1321	2634	-1	D			MER1289750	S08B	MER1289750 - subfamily S8B unassigned peptidases () [S08.UPB]#S08B#{peptidase unit: 162-522}~source OUU80762~	False	0.44	228.0	6.678000000000001e-63	Subtilase family [PF00082.26]; Proprotein convertase P-domain [PF01483.24]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_15_4	final_contigs_AG-910-A02	AG-910-A02_NODE_15	4	3367	4209	1	D										Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain [PF02882.23]; Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain [PF00763.27]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_15_5	final_contigs_AG-910-A02	AG-910-A02_NODE_15	5	4202	5923	1	D										Beta-ketoacyl synthase, N-terminal domain [PF00109.30]; Beta-ketoacyl synthase, C-terminal domain [PF02801.26]					0
final_contigs_AG-910-A02_AG-910-A02_NODE_15_6	final_contigs_AG-910-A02	AG-910-A02_NODE_15	6	5926	6801	-1	D										Glycosyl transferase family 2 [PF00535.30]; Glycosyltransferase like family 2 [PF13641.10]	GT2_Glycos_transf_2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)		GT2_Glycos_transf_2.hmm	0
